method,seed,checkpoint,update,reason,state_label,resolution,sigma_G,policy,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1_gaussian_conv,1,update_004642.pt,4642,transition_window,current,24,0.6,saved,0.5260982666015624,0.798,0.64881201171875,0.771
resolution_max_b1_gaussian_conv,1,update_004642.pt,4642,transition_window,current,24,0.6,recalibrated,0.5177742309570312,0.806,0.6393287963867188,0.775
resolution_max_b1_gaussian_conv,1,update_004682.pt,4682,transition_window,final,32,0.0,saved,3.10801513671875,0.216,3.106003662109375,0.207
resolution_max_b1_gaussian_conv,1,update_004682.pt,4682,transition_window,final,32,0.0,recalibrated,1.2564834594726562,0.583,1.29415966796875,0.561
resolution_max_b1_gaussian_conv,1,update_004682.pt,4682,transition_window,current,24,0.6,saved,0.5126655578613282,0.819,0.6411866455078125,0.765
resolution_max_b1_gaussian_conv,1,update_004682.pt,4682,transition_window,current,24,0.6,recalibrated,0.5108529663085938,0.809,0.6319727478027344,0.768
resolution_max_b1_gaussian_conv,1,update_004691.pt,4691,transition_window,final,32,0.0,saved,2.971441650390625,0.194,2.953270751953125,0.192
resolution_max_b1_gaussian_conv,1,update_004691.pt,4691,transition_window,final,32,0.0,recalibrated,1.2331634521484376,0.609,1.2601495971679688,0.573
resolution_max_b1_gaussian_conv,1,update_004691.pt,4691,transition_window,current,24,0.6,saved,0.5211890411376953,0.818,0.6387976684570312,0.777
resolution_max_b1_gaussian_conv,1,update_004691.pt,4691,transition_window,current,24,0.6,recalibrated,0.5160175018310547,0.814,0.6362764892578125,0.776
resolution_max_b1_gaussian_conv,1,epoch_012.pt,4692,epoch_end,final,32,0.0,saved,2.943685302734375,0.196,2.9280885009765627,0.201
resolution_max_b1_gaussian_conv,1,epoch_012.pt,4692,epoch_end,final,32,0.0,recalibrated,1.2273446044921874,0.609,1.2536142578125,0.584
resolution_max_b1_gaussian_conv,1,epoch_012.pt,4692,epoch_end,current,24,0.6,saved,0.5349801025390625,0.809,0.6528913879394531,0.776
resolution_max_b1_gaussian_conv,1,epoch_012.pt,4692,epoch_end,current,24,0.6,recalibrated,0.5200967559814453,0.811,0.6408253173828125,0.779
resolution_max_b1_gaussian_conv,1,update_004693.pt,4693,transition_window,final,32,0.0,saved,2.564422119140625,0.266,2.5118807373046876,0.261
resolution_max_b1_gaussian_conv,1,update_004693.pt,4693,transition_window,final,32,0.0,recalibrated,1.2122228393554688,0.615,1.2354762573242188,0.592
resolution_max_b1_gaussian_conv,1,update_004693.pt,4693,transition_window,current,32,0.5,saved,3.1566519775390627,0.244,3.2381630859375,0.222
resolution_max_b1_gaussian_conv,1,update_004693.pt,4693,transition_window,current,32,0.5,recalibrated,0.9131785583496094,0.668,0.9939220581054687,0.662
resolution_max_b1_gaussian_conv,1,update_004702.pt,4702,transition_window,final,32,0.0,saved,4.29873095703125,0.27,4.173675170898438,0.247
resolution_max_b1_gaussian_conv,1,update_004702.pt,4702,transition_window,final,32,0.0,recalibrated,1.1188779296875,0.64,1.1404520263671876,0.633
resolution_max_b1_gaussian_conv,1,update_004702.pt,4702,transition_window,current,32,0.5,saved,0.848049560546875,0.69,0.9287447814941406,0.661
resolution_max_b1_gaussian_conv,1,update_004702.pt,4702,transition_window,current,32,0.5,recalibrated,0.7312496337890625,0.742,0.8157134399414062,0.698
resolution_max_b1_gaussian_conv,1,update_004742.pt,4742,transition_window,final,32,0.0,saved,3.5109393310546877,0.28,3.496332763671875,0.275
resolution_max_b1_gaussian_conv,1,update_004742.pt,4742,transition_window,final,32,0.0,recalibrated,1.0977813720703125,0.651,1.128204833984375,0.625
resolution_max_b1_gaussian_conv,1,update_004742.pt,4742,transition_window,current,32,0.5,saved,0.6705538330078125,0.769,0.7710417175292968,0.736
resolution_max_b1_gaussian_conv,1,update_004742.pt,4742,transition_window,current,32,0.5,recalibrated,0.6501289672851562,0.76,0.7368408508300781,0.741
resolution_max_b1_gaussian_conv,1,epoch_013.pt,5083,epoch_end,final,32,0.0,saved,3.217834228515625,0.33,3.1727841796875,0.308
resolution_max_b1_gaussian_conv,1,epoch_013.pt,5083,epoch_end,final,32,0.0,recalibrated,1.0298978881835938,0.689,1.0597413940429687,0.671
resolution_max_b1_gaussian_conv,1,epoch_013.pt,5083,epoch_end,current,32,0.5,saved,0.5932630004882813,0.793,0.6831415100097656,0.758
resolution_max_b1_gaussian_conv,1,epoch_013.pt,5083,epoch_end,current,32,0.5,recalibrated,0.5750766906738282,0.807,0.6455753784179687,0.774
resolution_max_b1_gaussian_conv,1,epoch_014.pt,5474,epoch_end,final,32,0.0,saved,4.60343017578125,0.272,4.559272705078125,0.242
resolution_max_b1_gaussian_conv,1,epoch_014.pt,5474,epoch_end,final,32,0.0,recalibrated,0.9762164916992188,0.708,1.0186372375488282,0.669
resolution_max_b1_gaussian_conv,1,epoch_014.pt,5474,epoch_end,current,32,0.5,saved,0.5128151245117187,0.82,0.6206926879882813,0.78
resolution_max_b1_gaussian_conv,1,epoch_014.pt,5474,epoch_end,current,32,0.5,recalibrated,0.5025829772949219,0.821,0.6008742065429687,0.79
resolution_max_b1_gaussian_conv,1,update_005815.pt,5815,transition_window,final,32,0.0,saved,4.858619873046875,0.216,4.7431982421875,0.191
resolution_max_b1_gaussian_conv,1,update_005815.pt,5815,transition_window,final,32,0.0,recalibrated,0.9902741088867187,0.707,1.0301780395507814,0.671
resolution_max_b1_gaussian_conv,1,update_005815.pt,5815,transition_window,current,32,0.5,saved,0.5124332427978515,0.819,0.6504407043457031,0.778
resolution_max_b1_gaussian_conv,1,update_005815.pt,5815,transition_window,current,32,0.5,recalibrated,0.4839576568603516,0.822,0.6018395080566407,0.789
resolution_max_b1_gaussian_conv,1,update_005855.pt,5855,transition_window,final,32,0.0,saved,4.422369384765625,0.256,4.2967265625,0.233
resolution_max_b1_gaussian_conv,1,update_005855.pt,5855,transition_window,final,32,0.0,recalibrated,0.9693582458496094,0.711,1.008430694580078,0.678
resolution_max_b1_gaussian_conv,1,update_005855.pt,5855,transition_window,current,32,0.5,saved,0.47194384765625,0.826,0.5946272277832031,0.803
resolution_max_b1_gaussian_conv,1,update_005855.pt,5855,transition_window,current,32,0.5,recalibrated,0.4709491271972656,0.836,0.5819640502929687,0.802
resolution_max_b1_gaussian_conv,1,update_005864.pt,5864,transition_window,final,32,0.0,saved,5.0838916015625,0.24,4.923329345703125,0.216
resolution_max_b1_gaussian_conv,1,update_005864.pt,5864,transition_window,final,32,0.0,recalibrated,0.9617134399414062,0.707,1.0038402099609376,0.682
resolution_max_b1_gaussian_conv,1,update_005864.pt,5864,transition_window,current,32,0.5,saved,0.49446142578125,0.812,0.5966747436523437,0.789
resolution_max_b1_gaussian_conv,1,update_005864.pt,5864,transition_window,current,32,0.5,recalibrated,0.4844857177734375,0.827,0.5786652526855469,0.796
resolution_max_b1_gaussian_conv,1,epoch_015.pt,5865,epoch_end,final,32,0.0,saved,4.9914853515625,0.235,4.84301904296875,0.217
resolution_max_b1_gaussian_conv,1,epoch_015.pt,5865,epoch_end,final,32,0.0,recalibrated,0.9611343994140625,0.705,1.0038843383789062,0.675
resolution_max_b1_gaussian_conv,1,epoch_015.pt,5865,epoch_end,current,32,0.5,saved,0.4984993896484375,0.817,0.5935216064453125,0.791
resolution_max_b1_gaussian_conv,1,epoch_015.pt,5865,epoch_end,current,32,0.5,recalibrated,0.48585301208496096,0.829,0.5789289855957032,0.798
resolution_max_b1_gaussian_conv,1,update_005866.pt,5866,transition_window,final,32,0.0,saved,2.7468721923828125,0.342,2.6615045166015623,0.316
resolution_max_b1_gaussian_conv,1,update_005866.pt,5866,transition_window,final,32,0.0,recalibrated,0.9579833984375,0.706,0.9998922119140625,0.672
resolution_max_b1_gaussian_conv,1,update_005866.pt,5866,transition_window,current,32,0.4,saved,0.7600638732910157,0.723,0.8131557312011719,0.724
resolution_max_b1_gaussian_conv,1,update_005866.pt,5866,transition_window,current,32,0.4,recalibrated,0.6210793151855468,0.793,0.6812298278808594,0.78
resolution_max_b1_gaussian_conv,1,update_005875.pt,5875,transition_window,final,32,0.0,saved,1.090577392578125,0.615,1.1093812255859374,0.606
resolution_max_b1_gaussian_conv,1,update_005875.pt,5875,transition_window,final,32,0.0,recalibrated,0.8920195007324219,0.733,0.9362242126464844,0.709
resolution_max_b1_gaussian_conv,1,update_005875.pt,5875,transition_window,current,32,0.4,saved,0.5901379089355469,0.821,0.6658591003417969,0.785
resolution_max_b1_gaussian_conv,1,update_005875.pt,5875,transition_window,current,32,0.4,recalibrated,0.585695556640625,0.815,0.6580635375976562,0.784
resolution_max_b1_gaussian_conv,1,update_005915.pt,5915,transition_window,final,32,0.0,saved,1.0502796630859375,0.618,1.0628176879882814,0.616
resolution_max_b1_gaussian_conv,1,update_005915.pt,5915,transition_window,final,32,0.0,recalibrated,0.7620321655273438,0.773,0.8098737182617187,0.744
resolution_max_b1_gaussian_conv,1,update_005915.pt,5915,transition_window,current,32,0.4,saved,0.5550826416015625,0.804,0.6302699584960938,0.79
resolution_max_b1_gaussian_conv,1,update_005915.pt,5915,transition_window,current,32,0.4,recalibrated,0.5396171875,0.817,0.6157221069335937,0.787
resolution_max_b1_gaussian_conv,1,epoch_016.pt,6256,epoch_end,final,32,0.0,saved,0.7183504333496094,0.743,0.7800309143066406,0.74
resolution_max_b1_gaussian_conv,1,epoch_016.pt,6256,epoch_end,final,32,0.0,recalibrated,0.6163053283691406,0.809,0.6864732055664062,0.779
resolution_max_b1_gaussian_conv,1,epoch_016.pt,6256,epoch_end,current,32,0.4,saved,0.48780863952636716,0.834,0.6035127868652344,0.793
resolution_max_b1_gaussian_conv,1,epoch_016.pt,6256,epoch_end,current,32,0.4,recalibrated,0.4769195556640625,0.835,0.5900951843261719,0.788
resolution_max_b1_gaussian_conv,1,epoch_017.pt,6647,epoch_end,final,32,0.0,saved,0.6575223693847656,0.758,0.7475306396484375,0.742
resolution_max_b1_gaussian_conv,1,epoch_017.pt,6647,epoch_end,final,32,0.0,recalibrated,0.5673541870117188,0.821,0.6590955505371093,0.785
resolution_max_b1_gaussian_conv,1,epoch_017.pt,6647,epoch_end,current,32,0.4,saved,0.4470524749755859,0.844,0.574367431640625,0.813
resolution_max_b1_gaussian_conv,1,epoch_017.pt,6647,epoch_end,current,32,0.4,recalibrated,0.43657621765136717,0.848,0.563766357421875,0.813
resolution_max_b1_gaussian_conv,1,update_006988.pt,6988,transition_window,final,32,0.0,saved,0.6498038024902344,0.768,0.7778425598144532,0.738
resolution_max_b1_gaussian_conv,1,update_006988.pt,6988,transition_window,final,32,0.0,recalibrated,0.5274561309814453,0.836,0.6398901977539062,0.791
resolution_max_b1_gaussian_conv,1,update_006988.pt,6988,transition_window,current,32,0.4,saved,0.4031398468017578,0.865,0.5714667053222656,0.802
resolution_max_b1_gaussian_conv,1,update_006988.pt,6988,transition_window,current,32,0.4,recalibrated,0.4002237854003906,0.858,0.5634598999023438,0.803
resolution_max_b1_gaussian_conv,1,update_007028.pt,7028,transition_window,final,32,0.0,saved,0.6769183654785156,0.758,0.8119883422851563,0.711
resolution_max_b1_gaussian_conv,1,update_007028.pt,7028,transition_window,final,32,0.0,recalibrated,0.5370800170898438,0.834,0.6633925170898437,0.78
resolution_max_b1_gaussian_conv,1,update_007028.pt,7028,transition_window,current,32,0.4,saved,0.4042574615478516,0.855,0.5744279479980469,0.796
resolution_max_b1_gaussian_conv,1,update_007028.pt,7028,transition_window,current,32,0.4,recalibrated,0.40534468078613284,0.862,0.5753291015625,0.802
resolution_max_b1_gaussian_conv,1,update_007037.pt,7037,transition_window,final,32,0.0,saved,0.6593220520019532,0.763,0.8031265258789062,0.73
resolution_max_b1_gaussian_conv,1,update_007037.pt,7037,transition_window,final,32,0.0,recalibrated,0.5261145324707032,0.842,0.660635009765625,0.776
resolution_max_b1_gaussian_conv,1,update_007037.pt,7037,transition_window,current,32,0.4,saved,0.3912275848388672,0.865,0.5752932434082031,0.806
resolution_max_b1_gaussian_conv,1,update_007037.pt,7037,transition_window,current,32,0.4,recalibrated,0.3912265625,0.87,0.5732314758300782,0.806
resolution_max_b1_gaussian_conv,1,epoch_018.pt,7038,epoch_end,final,32,0.0,saved,0.6659862670898438,0.76,0.8124874267578125,0.727
resolution_max_b1_gaussian_conv,1,epoch_018.pt,7038,epoch_end,final,32,0.0,recalibrated,0.524740234375,0.843,0.66002490234375,0.78
resolution_max_b1_gaussian_conv,1,epoch_018.pt,7038,epoch_end,current,32,0.4,saved,0.39427580261230466,0.867,0.5808771057128906,0.806
resolution_max_b1_gaussian_conv,1,epoch_018.pt,7038,epoch_end,current,32,0.4,recalibrated,0.39086241149902345,0.87,0.5734779052734374,0.807
resolution_max_b1_gaussian_conv,1,update_007039.pt,7039,transition_window,final,32,0.0,saved,0.5504347534179688,0.817,0.6932454833984375,0.766
resolution_max_b1_gaussian_conv,1,update_007039.pt,7039,transition_window,final,32,0.0,recalibrated,0.522801773071289,0.847,0.658256591796875,0.782
resolution_max_b1_gaussian_conv,1,update_007039.pt,7039,transition_window,current,32,0.3,saved,0.512072021484375,0.831,0.6626084594726562,0.775
resolution_max_b1_gaussian_conv,1,update_007039.pt,7039,transition_window,current,32,0.3,recalibrated,0.4995926055908203,0.858,0.6398984680175781,0.785
resolution_max_b1_gaussian_conv,1,update_007048.pt,7048,transition_window,final,32,0.0,saved,0.5171452941894531,0.834,0.6446177062988281,0.781
resolution_max_b1_gaussian_conv,1,update_007048.pt,7048,transition_window,final,32,0.0,recalibrated,0.514724105834961,0.842,0.6414888305664063,0.785
resolution_max_b1_gaussian_conv,1,update_007048.pt,7048,transition_window,current,32,0.3,saved,0.5009085083007813,0.836,0.6338414001464844,0.782
resolution_max_b1_gaussian_conv,1,update_007048.pt,7048,transition_window,current,32,0.3,recalibrated,0.4938662567138672,0.847,0.6260298461914062,0.789
resolution_max_b1_gaussian_conv,1,update_007088.pt,7088,transition_window,final,32,0.0,saved,0.4781754455566406,0.841,0.6035805969238281,0.791
resolution_max_b1_gaussian_conv,1,update_007088.pt,7088,transition_window,final,32,0.0,recalibrated,0.48253326416015624,0.849,0.6032884826660156,0.8
resolution_max_b1_gaussian_conv,1,update_007088.pt,7088,transition_window,current,32,0.3,saved,0.4678302154541016,0.846,0.5978363952636718,0.792
resolution_max_b1_gaussian_conv,1,update_007088.pt,7088,transition_window,current,32,0.3,recalibrated,0.4682810516357422,0.852,0.5947223510742188,0.798
resolution_max_b1_gaussian_conv,1,epoch_019.pt,7429,epoch_end,final,32,0.0,saved,0.42663931274414063,0.859,0.5943718872070313,0.794
resolution_max_b1_gaussian_conv,1,epoch_019.pt,7429,epoch_end,final,32,0.0,recalibrated,0.41734651184082033,0.867,0.5781915893554688,0.798
resolution_max_b1_gaussian_conv,1,epoch_019.pt,7429,epoch_end,current,32,0.3,saved,0.42167530822753907,0.864,0.5918184509277343,0.793
resolution_max_b1_gaussian_conv,1,epoch_019.pt,7429,epoch_end,current,32,0.3,recalibrated,0.40888348388671875,0.868,0.5740923156738281,0.796
resolution_max_b1_gaussian_conv,1,epoch_020.pt,7820,epoch_end,final,32,0.0,saved,0.39621553039550783,0.864,0.5822151489257813,0.792
resolution_max_b1_gaussian_conv,1,epoch_020.pt,7820,epoch_end,final,32,0.0,recalibrated,0.3923673095703125,0.87,0.5717859497070312,0.8
resolution_max_b1_gaussian_conv,1,epoch_020.pt,7820,epoch_end,current,32,0.3,saved,0.3920564727783203,0.872,0.5785820617675781,0.794
resolution_max_b1_gaussian_conv,1,epoch_020.pt,7820,epoch_end,current,32,0.3,recalibrated,0.38534515380859374,0.872,0.5687057495117187,0.798
resolution_max_b1_gaussian_conv,1,update_008161.pt,8161,transition_window,final,32,0.0,saved,0.3690657958984375,0.885,0.5635399475097657,0.809
resolution_max_b1_gaussian_conv,1,update_008161.pt,8161,transition_window,final,32,0.0,recalibrated,0.36349795532226564,0.893,0.5558622131347656,0.804
resolution_max_b1_gaussian_conv,1,update_008161.pt,8161,transition_window,current,32,0.3,saved,0.3658599853515625,0.883,0.5622079772949219,0.804
resolution_max_b1_gaussian_conv,1,update_008161.pt,8161,transition_window,current,32,0.3,recalibrated,0.3564800415039063,0.895,0.554138671875,0.81
resolution_max_b1_gaussian_conv,1,update_008201.pt,8201,transition_window,final,32,0.0,saved,0.36426492309570313,0.889,0.5651564331054687,0.801
resolution_max_b1_gaussian_conv,1,update_008201.pt,8201,transition_window,final,32,0.0,recalibrated,0.36702096557617186,0.887,0.562818359375,0.804
resolution_max_b1_gaussian_conv,1,update_008201.pt,8201,transition_window,current,32,0.3,saved,0.3620679931640625,0.891,0.5643616333007813,0.804
resolution_max_b1_gaussian_conv,1,update_008201.pt,8201,transition_window,current,32,0.3,recalibrated,0.3598577423095703,0.886,0.5592503356933594,0.802
resolution_max_b1_gaussian_conv,1,update_008210.pt,8210,transition_window,final,32,0.0,saved,0.36492385864257815,0.887,0.5705292358398437,0.799
resolution_max_b1_gaussian_conv,1,update_008210.pt,8210,transition_window,final,32,0.0,recalibrated,0.36622726440429687,0.886,0.5626116333007812,0.807
resolution_max_b1_gaussian_conv,1,update_008210.pt,8210,transition_window,current,32,0.3,saved,0.3631349639892578,0.883,0.5700314331054688,0.8
resolution_max_b1_gaussian_conv,1,update_008210.pt,8210,transition_window,current,32,0.3,recalibrated,0.3598252563476563,0.882,0.5601130981445313,0.804
resolution_max_b1_gaussian_conv,1,epoch_021.pt,8211,epoch_end,final,32,0.0,saved,0.36605482482910157,0.881,0.5707705993652343,0.8
resolution_max_b1_gaussian_conv,1,epoch_021.pt,8211,epoch_end,final,32,0.0,recalibrated,0.3663572540283203,0.885,0.5622990112304688,0.812
resolution_max_b1_gaussian_conv,1,epoch_021.pt,8211,epoch_end,current,32,0.3,saved,0.3643123779296875,0.881,0.5700822143554688,0.802
resolution_max_b1_gaussian_conv,1,epoch_021.pt,8211,epoch_end,current,32,0.3,recalibrated,0.35992782592773437,0.881,0.55981689453125,0.805
resolution_max_b1_gaussian_conv,1,update_008212.pt,8212,transition_window,final,32,0.0,saved,0.36870440673828125,0.886,0.5736044006347656,0.796
resolution_max_b1_gaussian_conv,1,update_008212.pt,8212,transition_window,final,32,0.0,recalibrated,0.36671101379394533,0.885,0.56235498046875,0.812
resolution_max_b1_gaussian_conv,1,update_008221.pt,8221,transition_window,final,32,0.0,saved,0.3696920471191406,0.884,0.5655886840820312,0.799
resolution_max_b1_gaussian_conv,1,update_008221.pt,8221,transition_window,final,32,0.0,recalibrated,0.36540223693847657,0.886,0.5610450439453125,0.8
resolution_max_b1_gaussian_conv,1,update_008261.pt,8261,transition_window,final,32,0.0,saved,0.3652607879638672,0.88,0.574839599609375,0.797
resolution_max_b1_gaussian_conv,1,update_008261.pt,8261,transition_window,final,32,0.0,recalibrated,0.36356515502929687,0.879,0.5644053649902344,0.799
resolution_max_b1_gaussian_conv,1,epoch_022.pt,8602,epoch_end,final,32,0.0,saved,0.348080322265625,0.886,0.5558882141113282,0.798
