method,seed,checkpoint_update,state_label,resolution,sigma_G,policy,direction,amplitude,sign,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1,3,2346,r=32,32,,recalibrated,1,0.2,1,1.6929115600585938,0.367,1.770386962890625,0.335
resolution_max_b1,3,2346,r=32,32,,recalibrated,1,0.2,-1,1.7010994873046874,0.39,1.8021461181640626,0.354
resolution_max_b1,3,2346,r=32,32,,recalibrated,1,0.25,1,1.7924521484375,0.322,1.8594607543945312,0.295
resolution_max_b1,3,2346,r=32,32,,recalibrated,1,0.25,-1,1.8147855224609375,0.349,1.9168701171875,0.328
resolution_max_b1,3,2346,before,16,,recalibrated,2,0.025,1,0.7921964111328125,0.703,0.9450655517578125,0.66
resolution_max_b1,3,2346,before,16,,recalibrated,2,0.025,-1,0.7897112731933593,0.707,0.9328965148925781,0.663
resolution_max_b1,3,2346,before,16,,recalibrated,2,0.05,1,0.8063636169433593,0.694,0.9596895751953125,0.654
resolution_max_b1,3,2346,before,16,,recalibrated,2,0.05,-1,0.8019109497070313,0.703,0.9413296203613282,0.66
resolution_max_b1,3,2346,before,16,,recalibrated,2,0.1,1,0.8579692077636719,0.686,1.0034909057617187,0.642
resolution_max_b1,3,2346,before,16,,recalibrated,2,0.1,-1,0.8490565490722656,0.689,0.9933646850585938,0.646
resolution_max_b1,3,2346,before,16,,recalibrated,2,0.2,1,1.0434691162109375,0.622,1.1486751098632813,0.603
resolution_max_b1,3,2346,before,16,,recalibrated,2,0.2,-1,1.0500029296875,0.631,1.17458544921875,0.596
resolution_max_b1,3,2346,before,16,,recalibrated,2,0.25,1,1.1696224365234376,0.59,1.25588037109375,0.57
resolution_max_b1,3,2346,before,16,,recalibrated,2,0.25,-1,1.1829938354492187,0.58,1.286899658203125,0.56
resolution_max_b1,3,2346,after,24,,recalibrated,2,0.025,1,1.0135198974609374,0.65,1.0379021911621094,0.625
resolution_max_b1,3,2346,after,24,,recalibrated,2,0.025,-1,0.9997156372070313,0.65,1.0393768920898439,0.622
resolution_max_b1,3,2346,after,24,,recalibrated,2,0.05,1,1.030993408203125,0.645,1.0487185363769531,0.615
resolution_max_b1,3,2346,after,24,,recalibrated,2,0.05,-1,1.007349090576172,0.642,1.0529461975097656,0.616
resolution_max_b1,3,2346,after,24,,recalibrated,2,0.1,1,1.0872329711914062,0.62,1.0893914794921875,0.601
resolution_max_b1,3,2346,after,24,,recalibrated,2,0.1,-1,1.0551677856445312,0.625,1.1096954956054688,0.6
resolution_max_b1,3,2346,after,24,,recalibrated,2,0.2,1,1.26752880859375,0.549,1.2452958374023437,0.559
resolution_max_b1,3,2346,after,24,,recalibrated,2,0.2,-1,1.250645263671875,0.551,1.3065333251953124,0.544
resolution_max_b1,3,2346,after,24,,recalibrated,2,0.25,1,1.3823677368164062,0.519,1.359099853515625,0.531
resolution_max_b1,3,2346,after,24,,recalibrated,2,0.25,-1,1.3758051147460937,0.504,1.4224893188476562,0.5
resolution_max_b1,3,2346,r=32,32,,recalibrated,2,0.025,1,1.4697075805664062,0.473,1.5575986938476563,0.431
resolution_max_b1,3,2346,r=32,32,,recalibrated,2,0.025,-1,1.4723167724609374,0.462,1.5622734985351563,0.424
resolution_max_b1,3,2346,r=32,32,,recalibrated,2,0.05,1,1.4808810424804688,0.465,1.5672903442382813,0.419
resolution_max_b1,3,2346,r=32,32,,recalibrated,2,0.05,-1,1.484341064453125,0.462,1.57602197265625,0.422
resolution_max_b1,3,2346,r=32,32,,recalibrated,2,0.1,1,1.5289967041015624,0.45,1.6060287475585937,0.411
resolution_max_b1,3,2346,r=32,32,,recalibrated,2,0.1,-1,1.5575630493164063,0.443,1.6589869384765625,0.395
resolution_max_b1,3,2346,r=32,32,,recalibrated,2,0.2,1,1.7129097290039061,0.398,1.751912841796875,0.363
resolution_max_b1,3,2346,r=32,32,,recalibrated,2,0.2,-1,1.7927722778320312,0.373,1.8951209716796875,0.319
resolution_max_b1,3,2346,r=32,32,,recalibrated,2,0.25,1,1.8314343872070313,0.356,1.8422440185546876,0.351
resolution_max_b1,3,2346,r=32,32,,recalibrated,2,0.25,-1,1.9205372314453124,0.319,2.0089723510742186,0.276
resolution_max_b1,3,2346,before,16,,recalibrated,3,0.025,1,0.7907965393066406,0.709,0.9394761047363281,0.661
resolution_max_b1,3,2346,before,16,,recalibrated,3,0.025,-1,0.7918807067871094,0.708,0.9350753173828125,0.663
resolution_max_b1,3,2346,before,16,,recalibrated,3,0.05,1,0.8029284057617188,0.712,0.9491130065917969,0.656
resolution_max_b1,3,2346,before,16,,recalibrated,3,0.05,-1,0.8083580017089844,0.7,0.9436318359375,0.655
resolution_max_b1,3,2346,before,16,,recalibrated,3,0.1,1,0.8459148254394532,0.705,0.9932743835449219,0.633
resolution_max_b1,3,2346,before,16,,recalibrated,3,0.1,-1,0.8644708862304687,0.685,0.9916581726074218,0.639
resolution_max_b1,3,2346,before,16,,recalibrated,3,0.2,1,1.0085453186035156,0.625,1.1263636474609375,0.603
resolution_max_b1,3,2346,before,16,,recalibrated,3,0.2,-1,1.0380998840332032,0.625,1.1675399780273437,0.593
