method,seed,policy,direction,amplitude,sign,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1_gaussian_conv,3,recalibrated,11,0.2,1,0.8450435180664062,0.722,0.9858299865722656,0.682
resolution_max_b1_gaussian_conv,3,saved,11,0.2,-1,2.63802978515625,0.426,2.734573974609375,0.401
resolution_max_b1_gaussian_conv,3,recalibrated,11,0.2,-1,0.932173583984375,0.694,1.0548276062011719,0.644
resolution_max_b1_gaussian_conv,3,saved,11,0.25,1,2.931544677734375,0.364,2.956393310546875,0.338
resolution_max_b1_gaussian_conv,3,recalibrated,11,0.25,1,1.10837744140625,0.64,1.2505532836914062,0.589
resolution_max_b1_gaussian_conv,3,saved,11,0.25,-1,4.234083984375,0.306,4.246742431640625,0.287
resolution_max_b1_gaussian_conv,3,recalibrated,11,0.25,-1,1.25392822265625,0.588,1.312407958984375,0.574
resolution_max_b1_gaussian_conv,3,saved,12,0.025,1,0.33484133911132813,0.898,0.5644880676269531,0.817
resolution_max_b1_gaussian_conv,3,recalibrated,12,0.025,1,0.32443704223632813,0.901,0.5532120208740234,0.821
resolution_max_b1_gaussian_conv,3,saved,12,0.025,-1,0.32087579345703127,0.899,0.5590920867919922,0.818
resolution_max_b1_gaussian_conv,3,recalibrated,12,0.025,-1,0.31479696655273437,0.906,0.5453172607421874,0.817
resolution_max_b1_gaussian_conv,3,saved,12,0.05,1,0.4193800048828125,0.867,0.6399608154296875,0.791
resolution_max_b1_gaussian_conv,3,recalibrated,12,0.05,1,0.3699365997314453,0.876,0.5900732421875,0.809
resolution_max_b1_gaussian_conv,3,saved,12,0.05,-1,0.42863653564453125,0.85,0.6674526062011719,0.776
resolution_max_b1_gaussian_conv,3,recalibrated,12,0.05,-1,0.36361883544921875,0.875,0.5900838012695313,0.799
resolution_max_b1_gaussian_conv,3,saved,12,0.1,1,0.855104736328125,0.745,1.0613750610351562,0.692
resolution_max_b1_gaussian_conv,3,recalibrated,12,0.1,1,0.5412694396972656,0.826,0.7514741516113281,0.754
resolution_max_b1_gaussian_conv,3,saved,12,0.1,-1,0.9730387878417969,0.701,1.21870458984375,0.636
resolution_max_b1_gaussian_conv,3,recalibrated,12,0.1,-1,0.54507177734375,0.804,0.7643857421875,0.749
resolution_max_b1_gaussian_conv,3,saved,12,0.2,1,3.01088232421875,0.415,2.99593994140625,0.425
resolution_max_b1_gaussian_conv,3,recalibrated,12,0.2,1,1.1043240966796875,0.66,1.2753392333984375,0.602
resolution_max_b1_gaussian_conv,3,saved,12,0.2,-1,3.85114697265625,0.372,4.14679296875,0.361
resolution_max_b1_gaussian_conv,3,recalibrated,12,0.2,-1,1.0319696044921876,0.684,1.2207844848632812,0.612
resolution_max_b1_gaussian_conv,3,saved,12,0.25,1,4.348968994140625,0.298,4.1526064453125,0.312
resolution_max_b1_gaussian_conv,3,recalibrated,12,0.25,1,1.438312744140625,0.573,1.563333740234375,0.537
resolution_max_b1_gaussian_conv,3,saved,12,0.25,-1,6.39484423828125,0.263,6.676246826171875,0.269
resolution_max_b1_gaussian_conv,3,recalibrated,12,0.25,-1,1.2956117553710937,0.603,1.4712898559570313,0.543
resolution_max_b1_gaussian_conv,3,saved,13,0.025,1,0.32783822631835935,0.898,0.5639095764160156,0.809
resolution_max_b1_gaussian_conv,3,recalibrated,13,0.025,1,0.3174736328125,0.903,0.5396893463134765,0.821
resolution_max_b1_gaussian_conv,3,saved,13,0.025,-1,0.3287354431152344,0.891,0.5488851470947266,0.82
resolution_max_b1_gaussian_conv,3,recalibrated,13,0.025,-1,0.3142864990234375,0.902,0.5461685180664062,0.822
resolution_max_b1_gaussian_conv,3,saved,13,0.05,1,0.4197857666015625,0.86,0.6464390869140625,0.78
resolution_max_b1_gaussian_conv,3,recalibrated,13,0.05,1,0.357782958984375,0.885,0.5588042907714844,0.81
resolution_max_b1_gaussian_conv,3,saved,13,0.05,-1,0.40469139099121093,0.859,0.5954285583496094,0.788
resolution_max_b1_gaussian_conv,3,recalibrated,13,0.05,-1,0.34188835144042967,0.883,0.5635703125,0.811
resolution_max_b1_gaussian_conv,3,saved,13,0.1,1,0.8618138427734375,0.723,1.107019775390625,0.67
resolution_max_b1_gaussian_conv,3,recalibrated,13,0.1,1,0.4914200744628906,0.829,0.667619140625,0.775
resolution_max_b1_gaussian_conv,3,saved,13,0.1,-1,0.6940033569335937,0.764,0.8208721313476562,0.725
resolution_max_b1_gaussian_conv,3,recalibrated,13,0.1,-1,0.43822177124023437,0.849,0.6298034973144532,0.782
resolution_max_b1_gaussian_conv,3,saved,13,0.2,1,3.2957156982421876,0.375,3.55154638671875,0.38
resolution_max_b1_gaussian_conv,3,recalibrated,13,0.2,1,0.9331000671386719,0.682,1.15041650390625,0.633
resolution_max_b1_gaussian_conv,3,saved,13,0.2,-1,1.9495421752929687,0.485,1.962970458984375,0.468
resolution_max_b1_gaussian_conv,3,recalibrated,13,0.2,-1,0.7315849609375,0.746,0.8823294982910156,0.703
resolution_max_b1_gaussian_conv,3,saved,13,0.25,1,5.033736083984375,0.293,5.17990625,0.302
resolution_max_b1_gaussian_conv,3,recalibrated,13,0.25,1,1.24201904296875,0.587,1.4776182250976562,0.53
resolution_max_b1_gaussian_conv,3,saved,13,0.25,-1,3.05787255859375,0.329,3.028057861328125,0.32
resolution_max_b1_gaussian_conv,3,recalibrated,13,0.25,-1,0.92298681640625,0.682,1.0602265014648438,0.655
resolution_max_b1_gaussian_conv,3,saved,14,0.025,1,0.32171293640136717,0.893,0.5688503112792969,0.807
resolution_max_b1_gaussian_conv,3,recalibrated,14,0.025,1,0.3178544616699219,0.897,0.5524823760986328,0.818
resolution_max_b1_gaussian_conv,3,saved,14,0.025,-1,0.3313667907714844,0.905,0.5450830993652344,0.813
resolution_max_b1_gaussian_conv,3,recalibrated,14,0.025,-1,0.3180594482421875,0.899,0.5372879028320312,0.819
resolution_max_b1_gaussian_conv,3,saved,14,0.05,1,0.37873263549804687,0.866,0.6325090942382813,0.783
resolution_max_b1_gaussian_conv,3,recalibrated,14,0.05,1,0.35061090087890623,0.878,0.58106689453125,0.804
resolution_max_b1_gaussian_conv,3,saved,14,0.05,-1,0.42168357849121096,0.868,0.6013507080078125,0.804
resolution_max_b1_gaussian_conv,3,recalibrated,14,0.05,-1,0.363949462890625,0.882,0.5646703186035156,0.812
resolution_max_b1_gaussian_conv,3,saved,14,0.1,1,0.6292081298828125,0.773,0.9014850158691406,0.713
resolution_max_b1_gaussian_conv,3,recalibrated,14,0.1,1,0.4560130615234375,0.841,0.6648012084960937,0.767
resolution_max_b1_gaussian_conv,3,saved,14,0.1,-1,0.752580322265625,0.75,0.8810482482910156,0.717
resolution_max_b1_gaussian_conv,3,recalibrated,14,0.1,-1,0.5430127716064453,0.822,0.7289465026855468,0.758
resolution_max_b1_gaussian_conv,3,saved,14,0.2,1,2.270296630859375,0.471,2.4343681640625,0.433
resolution_max_b1_gaussian_conv,3,recalibrated,14,0.2,1,0.8635428466796875,0.718,1.0195853881835937,0.672
resolution_max_b1_gaussian_conv,3,saved,14,0.2,-1,1.74746044921875,0.481,1.8350918579101563,0.454
resolution_max_b1_gaussian_conv,3,recalibrated,14,0.2,-1,1.0922598266601562,0.642,1.25072412109375,0.623
resolution_max_b1_gaussian_conv,3,saved,14,0.25,1,3.672777099609375,0.321,3.746390869140625,0.306
resolution_max_b1_gaussian_conv,3,recalibrated,14,0.25,1,1.1542694091796875,0.623,1.2781243286132813,0.585
resolution_max_b1_gaussian_conv,3,saved,14,0.25,-1,2.3696849365234374,0.341,2.431407470703125,0.341
resolution_max_b1_gaussian_conv,3,recalibrated,14,0.25,-1,1.4133763427734376,0.565,1.5374041748046876,0.549
resolution_max_b1_gaussian_conv,3,saved,15,0.025,1,0.32382904052734374,0.889,0.5573317413330078,0.824
resolution_max_b1_gaussian_conv,3,recalibrated,15,0.025,1,0.3121048889160156,0.901,0.5393655090332031,0.827
resolution_max_b1_gaussian_conv,3,saved,15,0.025,-1,0.3215476379394531,0.898,0.5500499114990235,0.808
resolution_max_b1_gaussian_conv,3,recalibrated,15,0.025,-1,0.3144262847900391,0.907,0.5440959320068359,0.811
resolution_max_b1_gaussian_conv,3,saved,15,0.05,1,0.39079124450683594,0.858,0.6115692443847657,0.794
resolution_max_b1_gaussian_conv,3,recalibrated,15,0.05,1,0.3362371368408203,0.882,0.55114892578125,0.82
resolution_max_b1_gaussian_conv,3,saved,15,0.05,-1,0.37764199829101563,0.877,0.5927283935546875,0.794
resolution_max_b1_gaussian_conv,3,recalibrated,15,0.05,-1,0.3395800323486328,0.891,0.5609139709472656,0.801
resolution_max_b1_gaussian_conv,3,saved,15,0.1,1,0.6913062744140624,0.771,0.8744410400390625,0.725
resolution_max_b1_gaussian_conv,3,recalibrated,15,0.1,1,0.41911155700683594,0.848,0.5986312561035156,0.797
resolution_max_b1_gaussian_conv,3,saved,15,0.1,-1,0.5899488525390625,0.804,0.7891282958984375,0.739
resolution_max_b1_gaussian_conv,3,recalibrated,15,0.1,-1,0.4216376953125,0.86,0.6211644592285156,0.784
resolution_max_b1_gaussian_conv,3,saved,15,0.2,1,2.255932861328125,0.465,2.35708203125,0.442
resolution_max_b1_gaussian_conv,3,recalibrated,15,0.2,1,0.7568659057617187,0.734,0.8950226745605468,0.69
resolution_max_b1_gaussian_conv,3,saved,15,0.2,-1,1.6925537719726562,0.506,1.8715962524414063,0.491
resolution_max_b1_gaussian_conv,3,recalibrated,15,0.2,-1,0.6864151611328125,0.763,0.8408855590820312,0.722
resolution_max_b1_gaussian_conv,3,saved,15,0.25,1,3.3727401123046876,0.352,3.4335626220703124,0.333
resolution_max_b1_gaussian_conv,3,recalibrated,15,0.25,1,1.011144256591797,0.65,1.1355737915039064,0.624
resolution_max_b1_gaussian_conv,3,saved,15,0.25,-1,2.717607666015625,0.362,2.894808349609375,0.343
resolution_max_b1_gaussian_conv,3,recalibrated,15,0.25,-1,0.8772872924804688,0.701,1.0075549926757812,0.663
resolution_max_b1_gaussian_conv,3,saved,16,0.025,1,0.3162501220703125,0.902,0.5485758209228515,0.82
resolution_max_b1_gaussian_conv,3,recalibrated,16,0.025,1,0.31347056579589844,0.905,0.5438324737548829,0.819
resolution_max_b1_gaussian_conv,3,saved,16,0.025,-1,0.3157840576171875,0.905,0.5524790344238282,0.819
resolution_max_b1_gaussian_conv,3,recalibrated,16,0.025,-1,0.3129948272705078,0.905,0.5434659423828125,0.821
resolution_max_b1_gaussian_conv,3,saved,16,0.05,1,0.36409967041015623,0.875,0.5883023071289063,0.806
resolution_max_b1_gaussian_conv,3,recalibrated,16,0.05,1,0.3448273010253906,0.886,0.5677376251220703,0.806
resolution_max_b1_gaussian_conv,3,saved,16,0.05,-1,0.3582247619628906,0.886,0.5911070251464844,0.803
resolution_max_b1_gaussian_conv,3,recalibrated,16,0.05,-1,0.3397635498046875,0.893,0.5627390441894531,0.81
resolution_max_b1_gaussian_conv,3,saved,16,0.1,1,0.5643071899414063,0.814,0.7889955749511719,0.737
resolution_max_b1_gaussian_conv,3,recalibrated,16,0.1,1,0.46996488952636717,0.828,0.676611572265625,0.764
resolution_max_b1_gaussian_conv,3,saved,16,0.1,-1,0.5343706359863282,0.81,0.7679274597167969,0.752
resolution_max_b1_gaussian_conv,3,recalibrated,16,0.1,-1,0.4351783142089844,0.837,0.640788330078125,0.776
resolution_max_b1_gaussian_conv,3,saved,16,0.2,1,1.6470919799804689,0.539,1.89856494140625,0.49
resolution_max_b1_gaussian_conv,3,recalibrated,16,0.2,1,1.0002452392578125,0.672,1.1561256103515625,0.618
resolution_max_b1_gaussian_conv,3,saved,16,0.2,-1,1.815648193359375,0.498,2.032323059082031,0.471
resolution_max_b1_gaussian_conv,3,recalibrated,16,0.2,-1,0.78093994140625,0.725,0.9534504089355469,0.687
resolution_max_b1_gaussian_conv,3,saved,16,0.25,1,2.5731575927734376,0.411,2.824044677734375,0.382
resolution_max_b1_gaussian_conv,3,recalibrated,16,0.25,1,1.3731318969726563,0.59,1.5063328247070313,0.532
resolution_max_b1_gaussian_conv,3,saved,16,0.25,-1,3.788215576171875,0.295,3.9621976318359375,0.283
resolution_max_b1_gaussian_conv,3,recalibrated,16,0.25,-1,1.0498607177734376,0.653,1.1789939575195312,0.616
resolution_max_b1_gaussian_conv,3,saved,17,0.025,1,0.31069354248046877,0.908,0.5499167175292968,0.827
resolution_max_b1_gaussian_conv,3,recalibrated,17,0.025,1,0.3085519866943359,0.905,0.5416286926269531,0.826
resolution_max_b1_gaussian_conv,3,saved,17,0.025,-1,0.33090074157714844,0.891,0.5590221557617188,0.808
resolution_max_b1_gaussian_conv,3,recalibrated,17,0.025,-1,0.32262242126464846,0.904,0.5444166259765625,0.815
resolution_max_b1_gaussian_conv,3,saved,17,0.05,1,0.3606366882324219,0.873,0.594862060546875,0.807
resolution_max_b1_gaussian_conv,3,recalibrated,17,0.05,1,0.3360082855224609,0.888,0.5600566711425782,0.814
resolution_max_b1_gaussian_conv,3,saved,17,0.05,-1,0.4044385223388672,0.866,0.6199651489257813,0.782
resolution_max_b1_gaussian_conv,3,recalibrated,17,0.05,-1,0.36006549072265626,0.881,0.5658039245605468,0.803
resolution_max_b1_gaussian_conv,3,saved,17,0.1,1,0.6124409484863281,0.787,0.8090697631835938,0.759
resolution_max_b1_gaussian_conv,3,recalibrated,17,0.1,1,0.4379477996826172,0.842,0.6366679077148437,0.781
resolution_max_b1_gaussian_conv,3,saved,17,0.1,-1,0.7465332641601562,0.751,0.9882464294433594,0.69
resolution_max_b1_gaussian_conv,3,recalibrated,17,0.1,-1,0.485241455078125,0.829,0.65202294921875,0.774
resolution_max_b1_gaussian_conv,3,saved,17,0.2,1,2.0477701416015623,0.446,2.1362280883789064,0.445
resolution_max_b1_gaussian_conv,3,recalibrated,17,0.2,1,0.8702432556152344,0.711,0.9786264038085938,0.67
resolution_max_b1_gaussian_conv,3,saved,17,0.2,-1,3.080509033203125,0.394,3.3259207763671874,0.347
resolution_max_b1_gaussian_conv,3,recalibrated,17,0.2,-1,0.8644375305175781,0.719,1.0475420532226563,0.651
resolution_max_b1_gaussian_conv,3,saved,17,0.25,1,3.414159912109375,0.296,3.4341663818359374,0.291
resolution_max_b1_gaussian_conv,3,recalibrated,17,0.25,1,1.1683363037109376,0.628,1.255251953125,0.593
resolution_max_b1_gaussian_conv,3,saved,17,0.25,-1,5.12688427734375,0.272,5.44486572265625,0.26
resolution_max_b1_gaussian_conv,3,recalibrated,17,0.25,-1,1.140688232421875,0.631,1.3051867065429688,0.575
resolution_max_b1_gaussian_conv,3,saved,18,0.025,1,0.32790240478515625,0.891,0.5582314300537109,0.811
resolution_max_b1_gaussian_conv,3,recalibrated,18,0.025,1,0.3170606079101562,0.905,0.5493250579833985,0.815
resolution_max_b1_gaussian_conv,3,saved,18,0.025,-1,0.34167990112304686,0.896,0.5698531341552734,0.814
resolution_max_b1_gaussian_conv,3,recalibrated,18,0.025,-1,0.32247917175292967,0.9,0.5451431427001953,0.818
resolution_max_b1_gaussian_conv,3,saved,18,0.05,1,0.4168626708984375,0.85,0.6215863952636719,0.789
resolution_max_b1_gaussian_conv,3,recalibrated,18,0.05,1,0.35469876098632813,0.887,0.5766930541992188,0.802
resolution_max_b1_gaussian_conv,3,saved,18,0.05,-1,0.4461088256835937,0.854,0.6562801513671875,0.792
resolution_max_b1_gaussian_conv,3,recalibrated,18,0.05,-1,0.3782745666503906,0.866,0.5849888916015625,0.799
resolution_max_b1_gaussian_conv,3,saved,18,0.1,1,0.8100462951660157,0.724,0.9706660766601563,0.691
resolution_max_b1_gaussian_conv,3,recalibrated,18,0.1,1,0.48744309997558594,0.835,0.6778966674804687,0.767
resolution_max_b1_gaussian_conv,3,saved,18,0.1,-1,0.9164307250976562,0.703,1.1278458862304688,0.657
resolution_max_b1_gaussian_conv,3,recalibrated,18,0.1,-1,0.6154928894042969,0.786,0.8309433288574218,0.715
resolution_max_b1_gaussian_conv,3,saved,18,0.2,1,2.985344482421875,0.364,2.972199951171875,0.359
resolution_max_b1_gaussian_conv,3,recalibrated,18,0.2,1,1.0289859619140624,0.655,1.1509881591796876,0.611
resolution_max_b1_gaussian_conv,3,saved,18,0.2,-1,3.1154901123046876,0.335,3.316594482421875,0.316
resolution_max_b1_gaussian_conv,3,recalibrated,18,0.2,-1,1.4203182983398437,0.605,1.658996826171875,0.539
resolution_max_b1_gaussian_conv,3,saved,18,0.25,1,4.84501513671875,0.248,4.764787353515625,0.234
resolution_max_b1_gaussian_conv,3,recalibrated,18,0.25,1,1.4324849853515624,0.557,1.5233046875,0.528
resolution_max_b1_gaussian_conv,3,saved,18,0.25,-1,4.512302734375,0.245,4.70215771484375,0.226
resolution_max_b1_gaussian_conv,3,recalibrated,18,0.25,-1,1.7878333740234376,0.52,2.045031799316406,0.455
resolution_max_b1_gaussian_conv,3,saved,19,0.025,1,0.3334225158691406,0.892,0.5647854461669922,0.803
resolution_max_b1_gaussian_conv,3,recalibrated,19,0.025,1,0.3144417724609375,0.899,0.5449193572998047,0.808
resolution_max_b1_gaussian_conv,3,saved,19,0.025,-1,0.3314999237060547,0.898,0.5697126159667969,0.808
resolution_max_b1_gaussian_conv,3,recalibrated,19,0.025,-1,0.3145010070800781,0.904,0.5436682281494141,0.824
resolution_max_b1_gaussian_conv,3,saved,19,0.05,1,0.43011241149902346,0.847,0.6508941955566406,0.775
resolution_max_b1_gaussian_conv,3,recalibrated,19,0.05,1,0.34145989990234377,0.882,0.5654175720214843,0.804
resolution_max_b1_gaussian_conv,3,saved,19,0.05,-1,0.4328051300048828,0.851,0.6686095275878906,0.78
resolution_max_b1_gaussian_conv,3,recalibrated,19,0.05,-1,0.34948556518554685,0.888,0.5661021118164062,0.81
resolution_max_b1_gaussian_conv,3,saved,19,0.1,1,0.9133539428710937,0.705,1.0803861389160156,0.657
resolution_max_b1_gaussian_conv,3,recalibrated,19,0.1,1,0.4391926727294922,0.855,0.6413765563964844,0.782
resolution_max_b1_gaussian_conv,3,saved,19,0.1,-1,0.923552490234375,0.687,1.125667724609375,0.641
resolution_max_b1_gaussian_conv,3,recalibrated,19,0.1,-1,0.48078077697753907,0.839,0.6523174133300781,0.771
resolution_max_b1_gaussian_conv,3,saved,19,0.2,1,3.6996602783203123,0.327,3.6390546875,0.315
resolution_max_b1_gaussian_conv,3,recalibrated,19,0.2,1,0.8238224792480469,0.724,0.9605641784667969,0.664
resolution_max_b1_gaussian_conv,3,saved,19,0.2,-1,3.1894805908203123,0.346,3.257879150390625,0.322
resolution_max_b1_gaussian_conv,3,recalibrated,19,0.2,-1,0.9156870422363281,0.702,1.0154705810546876,0.658
resolution_max_b1_gaussian_conv,3,saved,19,0.25,1,5.86303515625,0.229,5.686837890625,0.213
resolution_max_b1_gaussian_conv,3,recalibrated,19,0.25,1,1.1039343872070313,0.638,1.2161353149414063,0.599
resolution_max_b1_gaussian_conv,3,saved,19,0.25,-1,4.62566748046875,0.248,4.657392333984375,0.235
resolution_max_b1_gaussian_conv,3,recalibrated,19,0.25,-1,1.2002678833007812,0.613,1.28546630859375,0.583
gaussian_postrelu,3,saved,,0.0,0,0.25771791076660155,0.921,0.5640399475097656,0.797
gaussian_postrelu,3,recalibrated,,0.0,0,0.25617376708984374,0.924,0.5582676391601562,0.798
gaussian_postrelu,3,saved,0,0.025,1,0.3405102996826172,0.88,0.6570231323242187,0.775
gaussian_postrelu,3,recalibrated,0,0.025,1,0.3044743041992187,0.897,0.5998050537109375,0.782
gaussian_postrelu,3,saved,0,0.025,-1,0.3513049774169922,0.885,0.6297479248046876,0.785
gaussian_postrelu,3,recalibrated,0,0.025,-1,0.30032791137695314,0.899,0.5905484313964844,0.792
gaussian_postrelu,3,saved,0,0.05,1,0.6900314636230469,0.777,0.9881861877441406,0.709
gaussian_postrelu,3,recalibrated,0,0.05,1,0.4554810791015625,0.837,0.7171543884277344,0.762
gaussian_postrelu,3,saved,0,0.05,-1,0.5654754333496094,0.815,0.8019056091308594,0.73
gaussian_postrelu,3,recalibrated,0,0.05,-1,0.4347192230224609,0.851,0.6980864562988282,0.765
gaussian_postrelu,3,saved,0,0.1,1,1.9598065795898438,0.507,2.2735782470703123,0.482
gaussian_postrelu,3,recalibrated,0,0.1,1,0.8060870361328125,0.738,1.0309602661132813,0.671
gaussian_postrelu,3,saved,0,0.1,-1,1.256251220703125,0.623,1.4084367065429688,0.563
gaussian_postrelu,3,recalibrated,0,0.1,-1,0.7900611877441406,0.741,0.9875171508789062,0.681
gaussian_postrelu,3,saved,0,0.2,1,6.33731494140625,0.162,6.355718505859375,0.176
gaussian_postrelu,3,recalibrated,0,0.2,1,1.7034682006835937,0.509,1.8408314819335938,0.497
gaussian_postrelu,3,saved,0,0.2,-1,2.93051513671875,0.273,2.9624334716796876,0.248
gaussian_postrelu,3,recalibrated,0,0.2,-1,1.5712054443359376,0.53,1.6150587158203125,0.491
gaussian_postrelu,3,saved,0,0.25,1,8.9274892578125,0.116,8.87829931640625,0.134
gaussian_postrelu,3,recalibrated,0,0.25,1,2.1499669189453123,0.426,2.2792152099609373,0.421
gaussian_postrelu,3,saved,0,0.25,-1,3.7778828125,0.215,3.7711763916015624,0.194
gaussian_postrelu,3,recalibrated,0,0.25,-1,1.9274950561523438,0.418,1.9492896728515625,0.416
gaussian_postrelu,3,saved,1,0.025,1,0.29538294982910157,0.893,0.5920773620605468,0.8
gaussian_postrelu,3,recalibrated,1,0.025,1,0.27928369140625,0.912,0.5704602966308594,0.808
gaussian_postrelu,3,saved,1,0.025,-1,0.2861094970703125,0.91,0.5922891845703125,0.788
gaussian_postrelu,3,recalibrated,1,0.025,-1,0.27250433349609376,0.913,0.575170166015625,0.799
gaussian_postrelu,3,saved,1,0.05,1,0.4061534271240234,0.856,0.6902242736816406,0.778
gaussian_postrelu,3,recalibrated,1,0.05,1,0.3458178863525391,0.881,0.6247202758789062,0.789
gaussian_postrelu,3,saved,1,0.05,-1,0.40198915100097654,0.862,0.6908494567871094,0.764
gaussian_postrelu,3,recalibrated,1,0.05,-1,0.33688662719726564,0.886,0.6304473266601562,0.788
gaussian_postrelu,3,saved,1,0.1,1,0.879496337890625,0.713,1.1284004516601562,0.646
gaussian_postrelu,3,recalibrated,1,0.1,1,0.6037363586425781,0.789,0.8398558044433594,0.724
gaussian_postrelu,3,saved,1,0.1,-1,0.9963146362304688,0.712,1.1662512817382813,0.665
gaussian_postrelu,3,recalibrated,1,0.1,-1,0.598603515625,0.792,0.8367083740234375,0.733
gaussian_postrelu,3,saved,1,0.2,1,2.4713333740234376,0.359,2.54457763671875,0.358
gaussian_postrelu,3,recalibrated,1,0.2,1,1.3690366821289062,0.562,1.4869279174804688,0.534
gaussian_postrelu,3,saved,1,0.2,-1,3.02413818359375,0.414,3.1645418701171875,0.397
gaussian_postrelu,3,recalibrated,1,0.2,-1,1.2401341552734375,0.62,1.4028961181640625,0.594
gaussian_postrelu,3,saved,1,0.25,1,3.3263046875,0.268,3.3459693603515626,0.276
gaussian_postrelu,3,recalibrated,1,0.25,1,1.7903050537109375,0.465,1.867367431640625,0.446
gaussian_postrelu,3,saved,1,0.25,-1,4.470522705078125,0.312,4.584893798828125,0.298
gaussian_postrelu,3,recalibrated,1,0.25,-1,1.556218505859375,0.533,1.679461669921875,0.536
gaussian_postrelu,3,saved,2,0.025,1,0.2959221496582031,0.893,0.6105742492675781,0.788
